artifact_id,artifact_type,produced_by_task_id,path,integrity_type,integrity_value,validation_status,validation_evidence,evidence_row_ids,notes
ART-CODE-LOADER-001,CODE,TASK-05.3,src/loader.py,SHA256,0329621a2b371026b120823abaf1eea0e354f9c6b5223267ce8c3de0febe9f15,VERIFIED,unittest_discover_ok_2026-03-06,EP-04,
ART-TEST-LOADER-001,TEST_OUTPUT,TASK-05.3,tests/test_loader.py,SHA256,8f8eb860bc0c693b09ec32951b082a580330c444588af9726ab2c099a7bf5655,VERIFIED,unittest_discover_ok_2026-03-06,EP-04,
ART-BUILD-SUPPORT-ONTO-001,BUILD_ARTIFACT,TASK-06.1,dist/SupportOntologyRelease-v0.1.0/SupportOntologyRelease-v0.1.0.tar.gz,SHA256,6b22c0a9c9318eb69dc48bb8caf040d06165b10d24b6f435a612be45ed90151d,VERIFIED,loader_verified_2026-03-06,EP-05,
ART-BUILD-SCR-TBOX-001,BUILD_ARTIFACT,TASK-06.2,dist/SCR_TBox_Release-v0.1.0/SCR_TBox_Release-v0.1.0.tar.gz,SHA256,8f092e9058f4dc9d98f39b285df6e3d06e804828a638a5407b3f12625730d36d,VERIFIED,loader_verified_2026-03-06,EP-05,
ART-REPORT-PHASE0-001,REPORT,BPL-07.1,verification_report.md,SHA256,e38c3e67891e2cb65531a2f88517da9aad9c4fb532ada66e9f3b1bffd6fe5edd,DONE,phase0_gate_report_2026-03-06,EP-01;EP-02;EP-03;EP-04;EP-05,
ART-DOC-ISSUERPROOF-SPEC-001,DOC,TASK-03.1,specs/issuerproof_v1.md,SHA256,d9b4d4ea7ffb68600d0f6997aef3eb4028a0ad66bf1ab6ed3fc378f883e1e7c7,VERIFIED,unittest_task031_verify_valid_proof_ok_2026-03-06,EP-02,IssuerProof spec artifact bound to TASK-03.1
ART-DOC-EVALUATOR-BOUNDARY-SPEC-001,DOC,TASK-04.1,specs/evaluator_boundary_v1.md,SHA256,7803361836b777fe71d238b832cc15768398ffc2f07b7f93f19a746318b151d5,VERIFIED,unittest_task041_evaluator_boundary_ok_2026-03-06,EP-04,Evaluator boundary spec artifact bound to TASK-04.1
ART-DOC-CANONICAL-SPEC-SET-001,DOC,TASK-09.1,specs/spec_upgrade/canonical_spec_set_v1.md,SHA256,b2f98f44d7c1523d39c3e09d0bf5cb006556149caef1ec4c7b71dbf3f9ad3504,DONE,canonical_spec_set_v1_baselined_2026-03-06,EP-09,Canonical set baseline for P1-009 migration program
ART-DOC-MIGRATION-DELTA-REGISTER-001,DOC,TASK-09.2,specs/spec_upgrade/migration_delta_register_v1.md,SHA256,0667ed67ac78cd6b7edd5d02655aca9c5713401605b0146d1b33f1735ac521e7,DONE,migration_delta_register_v1_completed_2026-03-06,EP-09,Delta register for spec upgrade wave 1
ART-DOC-SPEC-CONTRACT-VALIDATION-MATRIX-001,DOC,TASK-09.3,specs/spec_upgrade/spec_contract_validation_matrix_v1.md,SHA256,bb7a71c88c8c5c8d9ac50af4e6b46e068de8728a0a53e85880626b999abbf725,DONE,spec_contract_validation_matrix_v1_completed_2026-03-06,EP-09,Contract validation matrix for spec upgrade wave 1
ART-REPORT-PILOT-MIGRATION-001,REPORT,TASK-09.4,specs/spec_upgrade/pilot_migration_report_v1.md,SHA256,39efbbb8aa3404f8b4afd0a6af6893d5bc69cd516f9726c5d25f358272083833,DONE,pilot_migration_report_v1_completed_2026-03-06,EP-09,Pilot migration report for spec upgrade wave 1
ART-DOC-WAVE2-CANONICAL-SPEC-SET-001,DOC,TASK-10.1,specs/spec_upgrade/wave2_canonical_spec_set_v1.md,SHA256,0241c70a134c276632cc78e0acaeaff18690fb36964470a1294a66f5aa1cd227,DONE,wave2_canonical_spec_set_v1_completed_2026-03-06,EP-10,Wave-2 canonical baseline artifact
ART-DOC-WAVE2-MIGRATION-DELTA-REGISTER-001,DOC,TASK-10.2,specs/spec_upgrade/wave2_migration_delta_register_v1.md,SHA256,14533ed039cc279a1cac59b35a29db57d183857d394a08d930077f4a47727843,DONE,wave2_migration_delta_register_v1_completed_2026-03-06,EP-10,Wave-2 migration delta register artifact
ART-DOC-WAVE2-SPEC-CONTRACT-VALIDATION-MATRIX-001,DOC,TASK-10.3,specs/spec_upgrade/wave2_spec_contract_validation_matrix_v1.md,SHA256,057692afac1bee359847d58e5ef04cb42e2d51a0b6b8c3a39a4de487ed0c623f,DONE,wave2_spec_contract_validation_matrix_v1_completed_2026-03-06,EP-10,Wave-2 validation matrix artifact
ART-REPORT-WAVE2-PILOT-MIGRATION-001,REPORT,TASK-10.4,specs/spec_upgrade/wave2_pilot_migration_report_v1.md,SHA256,2280517bf18a7e5122f79afa42e413b34dbf226e2929c846a5c2faad78d97275,DONE,wave2_pilot_migration_report_v1_completed_2026-03-06,EP-10,Wave-2 pilot migration report artifact
ART-DOC-PRODUCT-RUNTIME-MAP-001,DOC,TASK-11.1,specs/product_runtime_mapping_v1.md,SHA256,48D863F7D0B889E8E5DA728E7E39015628101538B3F87C96CF8EF02F0AA31CE6,DONE,product_runtime_mapping_v1_completed_2026-03-06,EP-11,Product runtime mapping for ontoForge_03 implementation planning
ART-DOC-PRODUCT-EVENT-MODEL-001,DOC,TASK-11.2,specs/product_event_model_v1.md,SHA256,ac9c6f21c00601460efd47d298a57a58b12e75786414c5c70dd0eae4a37b6a85,DONE,product_event_model_v1_completed_2026-03-06,EP-11,"Product event model for authority, execution, denial, suspension, and control-state semantics"
ART-DOC-PRODUCT-BOUNDARY-OBJECTS-001,DOC,TASK-11.3,specs/product_boundary_objects_v1.md,SHA256,ba2d496a9ae57aeb08fa2c27a300b2b4c42ae083431327770e297860fffb9ed9,DONE,product_boundary_objects_v1_completed_2026-03-07,EP-11,Product boundary object contract for release and load chain discipline
ART-SCHEMA-RELEASE-MANIFEST-V2-001,SCHEMA,TASK-12.1,schemas/release_manifest.schema.json,SHA256,5043181750b6c823fa81727cc4961fd0331c116c7c5362afec8da165a6d72a36,DONE,boundary_schemas_uplift_verified_2026-03-07,EP-12,Release manifest schema upgraded to product boundary v2
ART-SCHEMA-RUNTIME-LOAD-MANIFEST-V2-001,SCHEMA,TASK-12.1,schemas/runtime_load_manifest.schema.json,SHA256,6833998155cfd79d1acf55136c65445db1768ba4fb6a2c3e3fa3979a54a2ae3c,DONE,boundary_schemas_uplift_verified_2026-03-07,EP-12,Runtime load manifest schema upgraded to tenant-boundary v2
ART-TEST-BOUNDARY-SCHEMAS-001,TEST_OUTPUT,TASK-12.1,tests/test_boundary_schemas.py,SHA256,57ec7dfa160eed9d4f4cb3d000612361612f77643f62f9bfa418edd737aed9be,DONE,boundary_schemas_uplift_verified_2026-03-07,EP-12,Schema contract assertions for v2 boundary fields
ART-CODE-PACKAGER-BOUNDARY-V2-001,CODE,TASK-12.2,tools/packager.py,SHA256,B590B25FBF9C6309EE431E584DBDAA128E3F99A3F9F40DBC795674A47F261BF5,DONE,packager_boundary_manifest_verified_2026-03-07,EP-12,Packager emits v2 manifests with dependency and evidence metadata
ART-TEST-PACKAGER-BOUNDARY-V2-001,TEST_OUTPUT,TASK-12.2,tests/test_packager.py,SHA256,75DE1520A5CBAFE3BEACC3072794E5FE11AF1542EBA03DB67A3273B7EC409A59,DONE,packager_boundary_manifest_verified_2026-03-07,EP-12,Packager tests for manifest v2 and evidence hashing
ART-CODE-LOADER-BOUNDARY-V2-001,CODE,TASK-12.3,src/loader.py,SHA256,0329621a2b371026b120823abaf1eea0e354f9c6b5223267ce8c3de0febe9f15,DONE,loader_boundary_discipline_verified_2026-03-07,EP-12,Loader enforces tenant/load/dependency/evidence checks for v2 manifests
ART-TEST-LOADER-SECURITY-V2-001,TEST_OUTPUT,TASK-12.3,tests/test_loader.py,SHA256,8f8eb860bc0c693b09ec32951b082a580330c444588af9726ab2c099a7bf5655,DONE,loader_boundary_discipline_verified_2026-03-07,EP-12,Loader security and admissibility tests for v2 manifests
ART-TEST-BOUNDARY-LOAD-DISCIPLINE-001,TEST_OUTPUT,TASK-12.4,tests/test_boundary_load_discipline.py,SHA256,121A922BD50ABC58B3624CDFA6677F23DF33ECD3D065AC0FF78E0FF7C46198A9,DONE,boundary_rejection_tests_verified_2026-03-07,EP-12,"Negative tests for missing evidence, tenant mismatch, and dependency breakage"
ART-DOC-RUNTIME1-ENGINE-SPEC-001,DOC,TASK-13.1,specs/runtime1_support_release_engine_v1.md,SHA256,AF1BA593EEF4B7BCF446F2CBD6E808887A18A5EF7BC43D7B9AAC9A675DA27AAD,DONE,runtime1_boundary_contract_defined_2026-03-07,EP-13,Runtime 1 service-boundary contract for support release engine
ART-CODE-RUNTIME1-ENGINE-001,CODE,TASK-13.2,runtime/runtime1_engine.py,SHA256,f651525579cabc7e3338332e69f58fc4a6672b8ca7a024213db4cef1f11c45ac,DONE,runtime1_engine_api_verified_2026-03-07,EP-13,Runtime 1 engine implementation for release candidate evaluation and build
ART-CODE-RUNTIME1-API-001,CODE,TASK-13.2,runtime/main.py,SHA256,ea8f1c5d256a87f9eacdf0a7b2d9e5e25d45d4606d5a5a94657194b7582f99b8,DONE,runtime1_engine_api_verified_2026-03-07,EP-13,Runtime API endpoints for Runtime 1 evaluation and build operations
ART-BUILD-SUPPORT-ONTO-V2-001,BUILD_ARTIFACT,TASK-13.3,dist/SupportOntologyRelease-v0.2.0/SupportOntologyRelease-v0.2.0.tar.gz,SHA256,98D6D7D18535407C5CB0F2D707FB46DFAFB62FEF5AB24DBACCAF07988757C260,DONE,support_release_v2_built_2026-03-07,EP-13,Evidence-bound SupportOntologyRelease package produced by Runtime 1 engine
ART-MANIFEST-SUPPORT-ONTO-V2-001,BUILD_ARTIFACT,TASK-13.3,dist/SupportOntologyRelease-v0.2.0/release_manifest.json,SHA256,ACA50C5688B63ACB61A41A8C2DD24AE0A4796D47096AD14A45038D3CCEE6966A,DONE,support_release_v2_built_2026-03-07,EP-13,Support release manifest v2 with digest-bound payload and evidence entries
ART-EVIDENCE-SUPPORT-ONTO-V2-001,BUILD_ARTIFACT,TASK-13.3,dist/SupportOntologyRelease-v0.2.0/_evidence_src/release_candidate_evaluation.json,SHA256,75979b01e0979068d1a7f8dbe19c08722956c9405646d905ffffda20f3993ff6,DONE,support_release_v2_built_2026-03-07,EP-13,Runtime 1 release candidate evaluation evidence
ART-EVIDENCE-SUPPORT-ONTO-V2-002,BUILD_ARTIFACT,TASK-13.3,dist/SupportOntologyRelease-v0.2.0/_evidence_src/release_candidate_checks.jsonl,SHA256,151cb2e521627392b12510869d15e6eac8731e648682fc9f01207cac546093c7,DONE,support_release_v2_built_2026-03-07,EP-13,Runtime 1 check-level evidence stream
ART-TEST-RUNTIME1-ENGINE-001,TEST_OUTPUT,TASK-13.4,tests/test_runtime1_engine.py,SHA256,b49107eac2f17b54faf6f18be440b9ef01cf72acc002ee5a5e5a90afbf7d8aad,DONE,runtime1_loader_verification_passed_2026-03-07,EP-13,Runtime 1 engine tests for evaluation/build/load verification
ART-CODE-PACKAGER-DETERMINISTIC-001,CODE,TASK-14.1,tools/packager.py,SHA256,B590B25FBF9C6309EE431E584DBDAA128E3F99A3F9F40DBC795674A47F261BF5,DONE,runtime1_deterministic_build_verified_2026-03-07,EP-14,Deterministic package build mode for boundary manifests
ART-CODE-RUNTIME1-ENGINE-HARDENING-001,CODE,TASK-14.2,runtime/runtime1_engine.py,SHA256,f651525579cabc7e3338332e69f58fc4a6672b8ca7a024213db4cef1f11c45ac,DONE,runtime1_schema_promotion_gate_verified_2026-03-07,EP-14,Runtime 1 schema-gate enforcement and promotion decision flow
ART-CODE-RUNTIME1-API-HARDENING-001,CODE,TASK-14.2,runtime/main.py,SHA256,ea8f1c5d256a87f9eacdf0a7b2d9e5e25d45d4606d5a5a94657194b7582f99b8,DONE,runtime1_schema_promotion_gate_verified_2026-03-07,EP-14,Runtime 1 API request/response boundary updated for hardening controls
ART-REPORT-RUNTIME1-PROMOTION-001,REPORT,TASK-14.2,dist/SupportOntologyRelease-v0.2.0/promotion_decision.json,SHA256,1619605A8F3CBCAC023916CC0CF9374DE390E366EFC9E148D0B212CAF6AB284B,DONE,runtime1_schema_promotion_gate_verified_2026-03-07,EP-14,Runtime 1 promotion decision artifact emitted after loader gate
ART-TEST-RUNTIME1-HARDENING-001,TEST_OUTPUT,TASK-14.2,tests/test_runtime1_engine.py,SHA256,b49107eac2f17b54faf6f18be440b9ef01cf72acc002ee5a5e5a90afbf7d8aad,DONE,runtime1_schema_promotion_gate_verified_2026-03-07,EP-14,Runtime 1 hardening tests for deterministic build and promotion decision
ART-DOC-RUNTIME1-HARDENING-001,DOC,TASK-14.3,specs/runtime1_hardening_addendum_v1.md,SHA256,4a3abd13a569ebf417b52f9c203033da9bf3ce5156d276b2d897cf548c8af16e,DONE,runtime1_hardening_addendum_completed_2026-03-07,EP-14,Runtime 1 hardening addendum and closure criteria
ART-DOC-SUPPORT-TTL-INVENTORY-001,DOC,TASK-15.1,specs\support_ontology_ttl_inventory_v1.md,SHA256,43eeb16a89a6053b8c90c68707427172e8b15c02957c39697456fe9f7e39e3b2,DONE,support_ontology_ttl_inventory_v1_completed_2026-03-07,EP-15,Inventory of existing ttl assets with role classification and out-of-scope triage list
ART-DOC-EXTERNAL-ONTO-POLICY-001,DOC,TASK-15.4,specs/support_ontology_external_ontology_policy_v1.md,SHA256,902c29d74bf07704cdca44a3c329181563c4093aaed9e6d9ef3641db0c949054,DONE,support_ontology_external_policy_v1_completed_2026-03-07,EP-15,Approved external ontology policy with gated non-binding-to-binding promotion controls
ART-DATA-EXTERNAL-MAP-CANDIDATES-001,DOC,TASK-15.4,specs/support_ontology_external_mapping_candidates_v1.csv,SHA256,2245369f5fdfcbbdacec46bcd0c6d6a87a138e5ac4aeb2d54e17f3d4fb830ec7,DONE,support_ontology_external_policy_v1_completed_2026-03-07,EP-15,Seed external mapping candidate register retained in non-binding proposed state
ART-DOC-SUPPORT-TTL-ADMISSION-001,DOC,TASK-15.2,specs/support_ontology_ttl_admission_register_v1.md,SHA256,8f0f13714e309586f0572995df9fcc995256c7bac65a6698502ef2f61da44d0a,DONE,ttl_admission_register_v1_approved_2026-03-07,EP-15,Approved TTL admission register with explicit user decisions and binding rules
ART-DOC-SUPPORT-GOV-MODEL-001,DOC,TASK-15.3,specs/support_ontology_governance_incorporation_model_v1.md,SHA256,9312EB42DF37CF87D7F4544977F708A5DA4BB0BD985E2F04B7A77603F88191CD,DONE,support_ontology_governance_model_v1_completed_2026-03-07,EP-15,Governance incorporation model defining belief risk objective translation boundary
ART-DOC-SUPPORT-ID-MVP-BOUNDARY-001,DOC,TASK-15.5,specs/support_ontology_identifier_and_mvp_boundary_v1.md,SHA256,45DD60FF3CD2E02A7A728AA8282A740657E84B1859179A4F8E2CB1F7587AC185,DONE,support_ontology_identifier_mvp_boundary_v1_completed_2026-03-07,EP-15,Identifier and MVP admissibility boundary with explicit DD anchor placement rules
ART-DOC-SUPPORT-RELEASE-COMPOSITION-001,DOC,TASK-16.1,specs/support_ontology_release_composition_v1.md,SHA256,FD7E13081EA711E340055FCB5139F63B9FA33118F83AB0BA582613DA4B1D1416,DONE,support_ontology_release_composition_v1_completed_2026-03-07,EP-16,SupportOntologyRelease composition contract with canonical payload membership and exclusions
ART-DOC-SUPPORT-NAMESPACE-POLICY-001,DOC,TASK-16.2,specs/support_ontology_namespace_policy_v1.md,SHA256,d1bf94b91ab283eadaa6e91db625ce6c863ce0411abdf622a4da1f31c590b435,DONE,support_ontology_namespace_policy_v1_completed_2026-03-07,EP-16,Namespace/import/version policy with strict MVP closure and governed facade architecture controls
ART-DOC-SUPPORT-RELEASE-PAYLOAD-CONTRACT-001,DOC,TASK-16.3,specs/support_ontology_release_payload_contract_v1.md,SHA256,66ecca4e5420a3f5418947b2fafb0f3531f111a014c1220f19e47f3ea1e51653,DONE,support_ontology_release_payload_contract_v1_completed_2026-03-07,EP-16,"Runtime1 canonical payload contract defining members, exclusions, and manifest primary-file behavior"
ART-DOC-SUPPORT-CSC-STAGE-MODEL-001,DOC,TASK-17.1,specs/support_ontology_csc_stage_model_v1.md,SHA256,e2ed6d081a8d60a62054bd689263485216f199ade9174bd36acd80e21f5e65ce,DONE,support_ontology_csc_stage_model_v1_completed_2026-03-07,EP-17,CSC stage model mapping S1-S7 semantics to support-layer roles and runtime boundaries
ART-DOC-RUNTIME-INST-ADDENDUM-001,DOC,TASK-17.1,specs/product_runtime_instantiation_clarification_addendum_2026-03-07.md,SHA256,dd9faac85b9e73e0bd5e74f10e374c5087a3d4c969b14d8aa0351437bbd37dfd,DONE,runtime_instantiation_clarification_addendum_added_2026-03-07,EP-17,"Directional architectural addendum clarifying internal lifecycle candidates, runtime instantiation, boundary objects, and Runtime 3 operational instantiation."
ART-DOC-SUPPORT-EXEC-PROGRAM-001,DOC,TASK-18.1,bootstrap/plans/archive/support_ontology_execution_program_v1.completed_2026-03-07.md,SHA256,84C58EF4290A57BA0C572E07D61C691847162D56BDC93CD91F2EA418A4275A94,DONE,support_ontology_execution_program_v1_completed_2026-03-07,EP-18,"Execution program controlling SO-W2 closure, addendum alignment, and Runtime 2 readiness sequencing"
ART-DOC-PHASE1-EXEC-PLAN-001,DOC,TASK-18.2,bootstrap/plans/phase1_execution_plan.md,SHA256,22284ff546c3d13a1ad75dbc53ddd247c71c207d9897e675dddc8b53b31d60aa,DONE,execution_admin_controls_merged_2026-03-08,EP-18,Bridge control refreshed: successor WS-02/03 marked complete; forward rows projection-locked under bundle-first mode.
ART-DOC-SUPPORT-INVARIANT-MODEL-001,DOC,TASK-17.2,specs/support_ontology_invariant_model_v1.md,SHA256,61D47296FD1EB061F38A66A6A1842F3446C25024239C2045039E35A9B0EFEB71,DONE,support_ontology_invariant_model_v1_completed_2026-03-07,EP-17,"Support-layer invariant taxonomy with family grouping, non-permissive outcome model, and reason-code alignment rules"
ART-DOC-BOUNDARY-OBJECT-REFRESH-001,DOC,TASK-18.3,specs/product_boundary_objects_v1.md,SHA256,ba2d496a9ae57aeb08fa2c27a300b2b4c42ae083431327770e297860fffb9ed9,DONE,boundary_object_translation_docs_refreshed_2026-03-07,EP-18,Boundary-object translation refresh aligned to runtime-instantiation addendum and corrected repo-state mapping
ART-DOC-SUPPORT-MACHINE-CONTRACT-MAP-001,DOC,TASK-17.3,specs/support_ontology_machine_contract_map_v1.md,SHA256,3E567677C78412EA369AE948F4CAA5A22C5F053DD37EE797497DD3C0CD329E16,DONE,support_ontology_machine_contract_map_v1_completed_2026-03-07,EP-17,"Machine-form allocation map for lifecycle and invariant semantics across ontology, SHACL, and deterministic validators"
ART-CODE-RUNTIME1-CANONICAL-PAYLOAD-001,CODE,TASK-18.4,runtime/runtime1_engine.py,SHA256,f651525579cabc7e3338332e69f58fc4a6672b8ca7a024213db4cef1f11c45ac,DONE,runtime1_canonical_payload_aligned_2026-03-07,EP-18,Runtime 1 engine updated to package canonical kernel plus SHACL payload and explicit primary_file.
ART-CODE-PACKAGER-PRIMARY-FILE-001,CODE,TASK-18.4,tools/packager.py,SHA256,B590B25FBF9C6309EE431E584DBDAA128E3F99A3F9F40DBC795674A47F261BF5,DONE,runtime1_canonical_payload_aligned_2026-03-07,EP-18,Packager supports explicit primary_file selection so canonical payload manifests remain semantically ordered.
ART-TEST-RUNTIME1-CANONICAL-PAYLOAD-001,TEST_OUTPUT,TASK-18.4,tests/test_runtime1_engine.py,SHA256,b49107eac2f17b54faf6f18be440b9ef01cf72acc002ee5a5e5a90afbf7d8aad,DONE,runtime1_canonical_payload_aligned_2026-03-07,EP-18,"Runtime 1 tests assert canonical payload membership, primary_file, and support.ttl exclusion."
ART-MANIFEST-SUPPORT-ONTO-CANONICAL-PAYLOAD-001,BUILD_ARTIFACT,TASK-18.4,dist/SupportOntologyRelease-v0.2.0/release_manifest.json,SHA256,ACA50C5688B63ACB61A41A8C2DD24AE0A4796D47096AD14A45038D3CCEE6966A,DONE,runtime1_canonical_payload_aligned_2026-03-07,EP-18,Rebuilt SupportOntologyRelease manifest declares ontology/kernel.ttl as primary_file and only kernel payload members.
ART-CODE-LOADER-RUNTIME3-SPLIT-001,CODE,TASK-18.5,src/loader.py,SHA256,0329621a2b371026b120823abaf1eea0e354f9c6b5223267ce8c3de0febe9f15,DONE,runtime3_load_binding_gate_hardened_2026-03-07,EP-18,Introduces explicit Runtime 3 loader path and rejects SCR_TBox runtime loading on generic verification path.
ART-TEST-LOADER-RUNTIME3-SPLIT-001,TEST_OUTPUT,TASK-18.5,tests/test_loader.py,SHA256,8f8eb860bc0c693b09ec32951b082a580330c444588af9726ab2c099a7bf5655,DONE,runtime3_load_binding_gate_hardened_2026-03-07,EP-18,Covers positive Runtime 3 path plus negative cases for generic-vs-runtime3 separation.
ART-TEST-BOUNDARY-RUNTIME3-SPLIT-001,TEST_OUTPUT,TASK-18.5,tests/test_boundary_load_discipline.py,SHA256,121A922BD50ABC58B3624CDFA6677F23DF33ECD3D065AC0FF78E0FF7C46198A9,DONE,runtime3_load_binding_gate_hardened_2026-03-07,EP-18,Boundary discipline tests now run via Runtime 3 loader entrypoint.
ART-DOC-P1-019-DECOMP-001,DOC,TASK-19.1,bootstrap/plans/programs/p1/p1_019_so_w3_execution_decomposition_v1.md,SHA256,2a28b47b58c874636a549bbb4331b8536a9cfeceaafe02733b4e3bc418544ee7,DONE,p1_019_decomposition_defined_2026-03-07,EP-19,Execution decomposition plan for SO-W3 with task-level sequencing and gate definition.
ART-DOC-SUPPORT-AUTHORITY-MODEL-001,DOC,TASK-19.2,specs/support_ontology_authority_model_v1.md,SHA256,0A239A2B104A32947165BD6DD5292D42DF122C9064225654DF68C35FB5A87E93,DONE,support_ontology_authority_model_v1_completed_2026-03-07,EP-19,Support ontology authority and issuance subset model for Runtime-2 compile-safe semantics and boundary-safe non-conflation.
ART-DOC-SUPPORT-OPERATION-MODEL-001,DOC,TASK-19.3,specs/support_ontology_operation_model_v1.md,SHA256,728FE9E61B786EBF94F9FBE71169CAA3BAA858C47634837FCC2513B86C72D021,DONE,support_ontology_operation_model_v1_completed_2026-03-07,EP-19,"Support ontology operation/control subset model for Runtime-2 compile-safe authorization, eligibility, denial, and control-state semantics."
ART-DOC-SUPPORT-TARGET-SCOPE-ACTION-MODEL-001,DOC,TASK-19.4,specs/support_ontology_target_scope_action_model_v1.md,SHA256,93520F5533525247234D72A5068877120C7CDBEC6C3EEBBB30C64C7534B1062E,DONE,support_ontology_target_scope_action_model_v1_completed_2026-03-07,EP-19,Support ontology target/scope/action/effect subset model for Runtime-2 compile-safe explicit semantics and no implicit expansion.
ART-DOC-SUPPORT-W3-COMPILER-REVIEW-001,DOC,TASK-19.5,specs/support_ontology_w3_compiler_vocabulary_review_v1.md,SHA256,CB2C09714D3D1EC340969C307E5CC8B5B3021D166C524219FA4F938951B84677,DONE,support_ontology_w3_compiler_vocabulary_review_v1_completed_2026-03-07,EP-19,"SO-W3 integration review closure note with cross-model consistency, addendum boundary checks, and SO-W4 handoff readiness."
ART-DOC-P1-020-DECOMP-001,DOC,TASK-20.1,bootstrap/plans/programs/p1/p1_020_so_w4_execution_decomposition_v1.md,SHA256,60d414c7c6e181c6fd6aa49e47d816c62d417f44bc044d11a5d209976c096790,DONE,p1_020_decomposition_defined_2026-03-07,EP-20,Execution decomposition plan for SO-W4 with task-level sequencing and gate definition.
ART-DOC-RUNTIME2-TENANT-INPUT-CONTRACT-001,DOC,TASK-20.2,specs/runtime2_tenant_workflow_input_contract_v1.md,SHA256,80B663D830C7BCB8B8754A4CCA845374FB321A82160DEF00A6EAA9418109DED0,DONE,runtime2_tenant_workflow_input_contract_v1_completed_2026-03-07,EP-20,Runtime 2 minimum tenant workflow input contract for first compile with explicit fail-closed admissibility semantics.
